Order ID,Order Date,Product,Category,Region,Customer Segment,Sales Channel,Quantity,Unit Price,Discount,Sales,Cost,Profit
ORD-10469,2024-03-26,Headset,Technology,East,Consumer,B2B Sales,1,93.38,0.1,88.24,45.5,42.74
ORD-10470,2024-05-09,Monitor,Technology,Central,Consumer,Online,3,293.0,0.05,985.36,530.89,454.47
ORD-10471,2024-10-05,Pen Set,Office Supplies,West,Consumer,Retail Store,7,12.15,0.1,84.2,28.05,56.15
ORD-10472,2024-12-21,Pen Set,Office Supplies,Central,Consumer,Online,5,11.71,0,86.36,20.33,66.03
ORD-10473,2024-05-19,Desk Organizer,Office Supplies,West,Consumer,B2B Sales,8,24.75,0.1,196.02,91.16,104.86
ORD-10474,2025-09-03,Laptop,Technology,West,Consumer,Online,2,949.5,0,2088.9,1279.18,809.72
ORD-10475,2025-02-03,USB-C Hub,Accessories,North,Consumer,Retail Store,5,64.25,0.1,266.0,155.49,110.51
ORD-10476,2025-02-26,Laptop,Technology,East,Consumer,Online,1,955.01,0.1,902.48,628.95,273.53
ORD-10477,2024-11-24,Laptop,Technology,West,Consumer,B2B Sales,1,923.88,0.05,1206.82,607.96,598.86
ORD-10478,2024-04-02,Mouse,Technology,East,Consumer,Online,2,42.39,0.05,84.57,37.27,47.3
ORD-10479,2024-12-04,Monitor,Technology,Central,Consumer,Online,1,273.88,0.15,343.38,169.58,173.8
ORD-10480,2025-01-25,Laptop Stand,Accessories,East,Consumer,B2B Sales,4,46.52,0,195.38,80.98,114.4
ORD-10481,2024-04-06,Pen Set,Office Supplies,North-East,Consumer,B2B Sales,6,11.71,0.1,63.23,24.77,38.46
ORD-10482,2025-07-16,Printer Paper,Office Supplies,North-East,Corporate,Online,1,15.7,0,17.27,6.92,10.35
ORD-10483,2025-10-10,Notebook,Office Supplies,East,Corporate,Retail Store,9,8.31,0,78.53,26.54,51.99
ORD-10484,2025-12-08,Stapler,Office Supplies,East,Consumer,Online,3,18.18,0.1,64.43,24.09,40.34
ORD-10485,2025-10-02,Keyboard,Technology,East,Corporate,Retail Store,1,73.75,0.2,61.95,39.34,22.61
ORD-10486,2024-12-21,Desk Lamp,Furniture,East,Consumer,Online,2,54.18,0,142.22,49.41,92.81
ORD-10487,2025-07-26,Webcam,Technology,North-East,Consumer,Online,1,113.66,0,125.03,60.22,64.81
ORD-10488,2025-07-21,Headset,Technology,East,Consumer,Retail Store,1,95.51,0.1,99.28,45.69,53.59
ORD-10489,2024-07-08,Backpack,Accessories,North,Corporate,Online,3,87.2,0.05,251.5,114.81,136.69
ORD-10490,2025-06-20,Drawer Cabinet,Furniture,East,Corporate,Online,1,155.37,0.05,154.98,86.65,68.33
ORD-10491,2024-05-12,Laptop,Technology,East,Consumer,Online,1,972.97,0.05,970.54,628.86,341.68
ORD-10492,2025-09-30,Bookshelf,Furniture,Central,Consumer,Retail Store,1,189.54,0,223.66,96.37,127.29
ORD-10493,2024-03-22,File Folder Pack,Office Supplies,Central,Consumer,Retail Store,7,20.84,0.1,154.92,62.0,92.92
ORD-10494,2025-09-23,Laptop,Technology,Central,Small Business,Online,1,961.35,0,1134.39,617.63,516.76
ORD-10495,2025-01-29,Headset,Technology,East,Corporate,B2B Sales,3,96.5,0.1,273.58,139.54,134.04
ORD-10496,2025-08-13,Desk Organizer,Office Supplies,North-East,Small Business,Online,3,25.37,0.05,72.3,33.86,38.44
ORD-10497,2025-06-30,Power Bank,Accessories,North,Small Business,Retail Store,7,57.45,0.05,351.48,186.43,165.05
ORD-10498,2024-11-27,Drawer Cabinet,Furniture,West,Consumer,Retail Store,3,157.67,0.2,520.31,266.99,253.32
ORD-10499,2025-02-10,Laptop,Technology,North,Corporate,Retail Store,5,940.67,0,4327.08,3086.15,1240.93
ORD-10500,2024-11-18,Webcam,Technology,North,Small Business,Retail Store,2,111.89,0,257.35,117.42,139.93
ORD-10501,2024-06-08,Keyboard,Technology,West,Consumer,Online,1,76.28,0.05,79.71,37.82,41.89
ORD-10502,2024-03-20,Desk Lamp,Furniture,East,Consumer,B2B Sales,2,57.31,0,120.35,49.2,71.15
ORD-10503,2024-02-08,Drawer Cabinet,Furniture,North-East,Consumer,Online,2,159.17,0.15,270.59,177.61,92.98
ORD-10504,2024-05-03,USB-C Hub,Accessories,West,Small Business,Retail Store,8,62.75,0.05,524.59,240.56,284.03
ORD-10505,2025-08-01,Headset,Technology,East,Consumer,Retail Store,4,100.42,0.1,379.59,183.65,195.94
ORD-10506,2024-04-02,Keyboard,Technology,North-East,Consumer,Online,1,77.59,0.05,73.71,37.94,35.77
ORD-10507,2025-02-12,File Folder Pack,Office Supplies,East,Corporate,Retail Store,5,20.18,0.1,95.35,44.72,50.63
ORD-10508,2025-09-22,Backpack,Accessories,East,Consumer,Online,7,84.35,0.15,526.98,262.35,264.63
ORD-10509,2025-11-18,Printer Paper,Office Supplies,North,Consumer,Online,1,15.55,0,17.88,7.03,10.85
ORD-10510,2025-03-28,Desk Lamp,Furniture,Central,Small Business,Online,2,53.66,0.1,113.97,47.33,66.64
ORD-10511,2024-02-25,Headset,Technology,East,Small Business,B2B Sales,1,97.79,0,102.68,45.52,57.16
ORD-10512,2024-01-24,File Folder Pack,Office Supplies,West,Consumer,Retail Store,5,20.3,0.1,100.49,47.23,53.26
ORD-10513,2025-12-12,Office Chair,Furniture,North-East,Corporate,Retail Store,1,214.95,0,268.69,129.41,139.28
ORD-10514,2025-09-24,Mouse,Technology,Central,Consumer,Retail Store,2,42.05,0.05,94.28,35.55,58.73
ORD-10515,2024-10-26,Power Bank,Accessories,East,Small Business,Retail Store,2,57.77,0.05,115.25,53.13,62.12
ORD-10516,2024-03-31,Headset,Technology,North-East,Corporate,Retail Store,1,99.96,0,99.96,45.64,54.32
ORD-10517,2024-06-09,Webcam,Technology,North,Consumer,Online,4,116.36,0,428.2,228.37,199.83
ORD-10518,2024-09-20,Laptop Stand,Accessories,West,Small Business,Online,7,47.24,0.1,327.37,138.06,189.31
ORD-10519,2025-01-26,File Folder Pack,Office Supplies,West,Small Business,Retail Store,8,19.68,0,173.18,75.45,97.73
ORD-10520,2025-09-11,Stapler,Office Supplies,East,Consumer,Online,4,18.83,0,79.09,32.94,46.15
ORD-10521,2025-06-20,Power Bank,Accessories,East,Corporate,Retail Store,4,54.55,0.05,217.65,108.83,108.82
ORD-10522,2024-05-01,Monitor,Technology,Central,Corporate,B2B Sales,1,280.32,0.05,314.24,177.71,136.53
ORD-10523,2025-10-14,Phone Charger,Accessories,East,Corporate,Online,4,28.88,0.2,97.04,49.11,47.93
ORD-10524,2025-09-12,Pen Set,Office Supplies,West,Consumer,Retail Store,6,11.62,0.1,69.02,23.75,45.27
ORD-10525,2025-09-11,File Folder Pack,Office Supplies,North,Consumer,Online,8,19.48,0,143.37,70.72,72.65
ORD-10526,2024-01-16,Power Bank,Accessories,East,Corporate,B2B Sales,5,53.16,0.15,237.23,136.37,100.86
ORD-10527,2025-09-23,Printer Paper,Office Supplies,North-East,Small Business,Online,1,15.31,0.15,13.01,7.21,5.8
ORD-10528,2025-02-07,Drawer Cabinet,Furniture,West,Corporate,Retail Store,3,154.22,0,508.93,267.16,241.77
ORD-10529,2024-02-13,USB-C Hub,Accessories,West,Corporate,B2B Sales,1,66.03,0.05,69.0,30.72,38.28
ORD-10530,2024-02-20,Mouse,Technology,North-East,Small Business,Retail Store,1,39.07,0,39.07,18.8,20.27
ORD-10531,2025-12-07,Pen Set,Office Supplies,North-East,Small Business,Online,2,11.74,0.1,26.42,8.34,18.08
ORD-10532,2025-07-13,Mouse,Technology,North,Consumer,Online,2,41.25,0,83.49,36.43,47.06
ORD-10533,2024-09-13,File Folder Pack,Office Supplies,East,Corporate,Online,3,20.61,0.1,58.43,26.62,31.81
ORD-10534,2025-12-25,Stapler,Office Supplies,West,Small Business,Online,8,17.36,0,190.96,64.22,126.74
ORD-10535,2025-11-06,USB-C Hub,Accessories,East,Consumer,Retail Store,7,64.4,0.1,532.51,219.93,312.58
ORD-10536,2024-10-22,Office Chair,Furniture,East,Small Business,Online,2,211.47,0.05,421.88,253.73,168.15
ORD-10537,2024-01-06,Desk Lamp,Furniture,East,Consumer,Retail Store,1,55.23,0.1,52.19,23.53,28.66
ORD-10538,2025-07-14,Webcam,Technology,West,Small Business,Online,1,106.21,0.05,122.09,57.43,64.66
ORD-10539,2024-02-03,Drawer Cabinet,Furniture,North,Consumer,Online,1,169.5,0,155.94,87.99,67.95
ORD-10540,2025-11-07,Drawer Cabinet,Furniture,West,Corporate,Online,1,162.86,0.15,190.34,86.81,103.53
ORD-10541,2024-11-02,Desk Organizer,Office Supplies,Central,Corporate,B2B Sales,3,24.73,0,109.43,33.94,75.49
ORD-10542,2024-10-08,Desk Organizer,Office Supplies,West,Consumer,Online,1,24.27,0.1,24.03,11.26,12.77
ORD-10543,2024-03-30,File Folder Pack,Office Supplies,West,Small Business,B2B Sales,6,20.05,0.15,112.48,53.9,58.58
ORD-10544,2025-08-11,Phone Charger,Accessories,East,Corporate,Retail Store,11,30.28,0,349.73,134.99,214.74
ORD-10545,2025-12-26,Monitor,Technology,Central,Consumer,Online,2,289.45,0,853.88,347.84,506.04
ORD-10546,2025-02-28,Printer Paper,Office Supplies,North,Corporate,Retail Store,1,15.36,0.1,12.72,6.98,5.74
ORD-10547,2024-03-10,Headset,Technology,West,Consumer,Online,2,94.44,0.1,186.99,92.08,94.91
ORD-10548,2024-01-30,USB-C Hub,Accessories,North,Small Business,B2B Sales,9,68.36,0.1,509.42,276.8,232.62
ORD-10549,2025-05-08,Mouse,Technology,West,Small Business,Online,2,42.11,0,92.64,36.59,56.05
ORD-10550,2025-08-01,Bookshelf,Furniture,West,Corporate,Online,3,187.19,0.15,525.07,286.35,238.72
ORD-10551,2024-06-01,Laptop,Technology,North,Small Business,Retail Store,3,966.24,0.05,2533.48,1900.29,633.19
ORD-10552,2024-11-11,Bookshelf,Furniture,Central,Consumer,Online,2,179.49,0.15,450.07,190.22,259.85
ORD-10553,2025-06-21,Laptop,Technology,North,Corporate,Retail Store,4,954.16,0,3511.31,2514.19,997.12
ORD-10554,2025-05-27,Keyboard,Technology,North-East,Corporate,Retail Store,3,73.07,0.15,186.33,118.28,68.05
ORD-10555,2025-06-12,Standing Desk,Furniture,East,Corporate,Online,3,526.36,0,1658.03,972.1,685.93
ORD-10556,2025-12-04,Laptop Stand,Accessories,North,Consumer,Online,5,43.3,0.1,224.08,102.47,121.61
ORD-10557,2024-08-02,Pen Set,Office Supplies,North,Consumer,Online,8,12.33,0,90.75,31.71,59.04
ORD-10558,2024-04-27,Headset,Technology,West,Consumer,Online,1,94.23,0,103.65,46.32,57.33
ORD-10559,2024-10-17,Pen Set,Office Supplies,Central,Consumer,B2B Sales,8,11.58,0,109.32,33.38,75.94
ORD-10560,2024-02-21,Laptop,Technology,Central,Consumer,Online,2,968.31,0.15,1942.43,1275.9,666.53
ORD-10561,2025-09-23,Printer Paper,Office Supplies,East,Corporate,Retail Store,3,15.86,0.1,44.96,21.26,23.7
ORD-10562,2024-05-14,Webcam,Technology,North-East,Consumer,Online,2,114.03,0.05,216.66,121.37,95.29
ORD-10563,2024-05-27,Backpack,Accessories,North,Small Business,Online,7,88.3,0.15,483.35,269.12,214.23
ORD-10564,2024-01-31,Laptop,Technology,North,Consumer,B2B Sales,1,945.12,0.05,826.03,629.65,196.38
ORD-10565,2025-02-19,Office Chair,Furniture,North,Corporate,Online,1,221.34,0.1,183.27,124.59,58.68
ORD-10566,2024-09-06,Desk Organizer,Office Supplies,North-East,Consumer,Online,7,25.96,0.05,172.63,79.7,92.93
ORD-10567,2025-07-11,Standing Desk,Furniture,Central,Corporate,Retail Store,3,505.14,0.1,1770.31,932.58,837.73
ORD-10568,2024-04-09,USB-C Hub,Accessories,North,Small Business,Online,2,66.86,0.1,110.72,62.24,48.48
ORD-10569,2024-12-01,File Folder Pack,Office Supplies,Central,Consumer,Retail Store,1,20.71,0.1,27.49,9.11,18.38
ORD-10570,2024-10-25,Stapler,Office Supplies,North-East,Consumer,Retail Store,6,17.82,0.1,96.23,49.32,46.91
ORD-10571,2025-03-21,Bookshelf,Furniture,Central,Corporate,Retail Store,1,188.06,0.15,188.62,93.52,95.1
ORD-10572,2025-07-16,Laptop Stand,Accessories,West,Small Business,Online,6,47.1,0,341.95,123.5,218.45
ORD-10573,2025-02-07,Desk Lamp,Furniture,North-East,Consumer,Retail Store,1,55.41,0,55.41,24.17,31.24
ORD-10574,2025-01-03,USB-C Hub,Accessories,North,Small Business,Retail Store,3,62.48,0.1,155.2,89.11,66.09
ORD-10575,2025-05-13,Standing Desk,Furniture,Central,Consumer,Retail Store,2,545.67,0.1,1159.0,647.98,511.02
ORD-10576,2025-09-30,Headset,Technology,North-East,Corporate,Online,1,92.97,0.1,83.67,45.92,37.75
ORD-10577,2024-08-30,Bookshelf,Furniture,North-East,Small Business,Retail Store,1,173.48,0.05,164.81,95.55,69.26
ORD-10578,2025-08-17,File Folder Pack,Office Supplies,Central,Consumer,Retail Store,5,20.13,0,118.77,46.9,71.87
ORD-10579,2024-03-31,Webcam,Technology,Central,Corporate,Retail Store,3,112.34,0.15,338.03,177.04,160.99
ORD-10580,2024-01-12,Stapler,Office Supplies,North-East,Corporate,Online,8,19.01,0.1,136.87,64.02,72.85
ORD-10581,2024-02-06,Drawer Cabinet,Furniture,North,Corporate,Retail Store,1,161.17,0,148.28,86.56,61.72
ORD-10582,2024-10-25,Drawer Cabinet,Furniture,Central,Consumer,Online,1,167.22,0,197.32,87.06,110.26
ORD-10583,2024-10-14,Keyboard,Technology,Central,Corporate,Retail Store,4,77.54,0.1,329.39,152.89,176.5
ORD-10584,2024-06-28,Webcam,Technology,East,Consumer,Retail Store,3,109.37,0,344.52,172.29,172.23
ORD-10585,2024-06-06,Power Bank,Accessories,North-East,Consumer,Online,3,53.96,0.1,145.69,78.32,67.37
ORD-10586,2025-10-19,Laptop,Technology,Central,Consumer,Online,1,982.88,0.1,1043.82,630.71,413.11
ORD-10587,2025-01-23,Desk Lamp,Furniture,North-East,Consumer,Retail Store,1,54.39,0.1,48.95,24.16,24.79
ORD-10588,2024-11-19,Laptop Stand,Accessories,Central,Small Business,Retail Store,8,45.95,0.1,487.99,159.85,328.14
ORD-10589,2024-10-03,Laptop,Technology,North,Corporate,Online,3,983.16,0.1,2442.17,1899.45,542.72
ORD-10590,2024-07-18,File Folder Pack,Office Supplies,East,Consumer,Online,1,20.86,0,24.09,8.88,15.21
ORD-10591,2024-04-16,Bookshelf,Furniture,East,Corporate,Online,1,183.95,0,193.15,97.05,96.1
ORD-10592,2024-08-10,Laptop Stand,Accessories,Central,Consumer,Retail Store,7,46.15,0.15,324.02,142.75,181.27
ORD-10593,2024-07-08,USB-C Hub,Accessories,North,Consumer,Retail Store,2,66.55,0.15,114.49,59.96,54.53
ORD-10594,2025-03-13,Bookshelf,Furniture,North,Consumer,Online,2,179.69,0,330.63,187.0,143.63
ORD-10595,2024-09-28,Laptop,Technology,North-East,Small Business,Online,1,973.32,0,973.32,631.06,342.26
ORD-10596,2025-03-17,Webcam,Technology,Central,Small Business,Retail Store,1,106.4,0.05,119.27,57.86,61.41
ORD-10597,2025-04-01,Mouse,Technology,East,Corporate,Online,1,39.96,0,41.96,18.06,23.9
ORD-10598,2025-02-04,Stapler,Office Supplies,North-East,Consumer,Online,2,18.25,0,36.5,16.75,19.75
ORD-10599,2025-05-08,Headset,Technology,North,Consumer,Online,1,100.67,0.1,83.35,45.25,38.1
ORD-10600,2024-12-14,Mouse,Technology,North,Corporate,Online,1,39.94,0,45.93,18.52,27.41
ORD-10601,2024-04-19,Bookshelf,Furniture,North-East,Consumer,Retail Store,2,175.32,0,350.64,195.77,154.87
ORD-10602,2025-08-30,Mouse,Technology,Central,Corporate,Retail Store,1,42.26,0.15,42.39,18.86,23.53
ORD-10603,2024-01-17,Laptop,Technology,North,Corporate,Online,1,988.67,0.1,818.62,627.49,191.13
ORD-10604,2025-11-25,Backpack,Accessories,East,Corporate,Online,3,81.91,0,322.52,116.94,205.58
ORD-10605,2025-04-27,Backpack,Accessories,Central,Consumer,Retail Store,1,83.06,0,98.01,38.06,59.95
ORD-10606,2024-04-09,Pen Set,Office Supplies,West,Consumer,Retail Store,2,12.12,0.1,24.0,7.96,16.04
ORD-10607,2024-07-26,File Folder Pack,Office Supplies,North-East,Consumer,B2B Sales,3,19.84,0.2,52.38,26.86,25.52
ORD-10608,2024-02-16,Printer Paper,Office Supplies,Central,Consumer,Online,7,14.65,0.05,114.96,48.59,66.37
ORD-10609,2024-09-06,Laptop Stand,Accessories,East,Consumer,B2B Sales,7,46.7,0,343.25,141.97,201.28
ORD-10610,2024-01-07,Laptop,Technology,West,Small Business,Online,2,985.39,0.1,1951.07,1233.09,717.98
ORD-10611,2025-10-17,Mouse,Technology,North-East,Consumer,Online,2,40.79,0.1,73.42,36.82,36.6
ORD-10612,2024-03-31,Bookshelf,Furniture,North,Consumer,Retail Store,1,190.56,0.2,140.25,97.22,43.03
ORD-10613,2025-07-06,Desk Organizer,Office Supplies,East,Consumer,Online,3,25.71,0.2,71.27,33.44,37.83
ORD-10614,2024-06-29,Laptop,Technology,Central,Corporate,Online,1,943.76,0.15,946.59,640.51,306.08
ORD-10615,2024-02-14,Laptop,Technology,West,Consumer,Retail Store,1,923.03,0.15,863.03,638.91,224.12
ORD-10616,2025-08-29,Desk Organizer,Office Supplies,East,Corporate,B2B Sales,5,25.95,0,136.24,54.28,81.96
ORD-10617,2025-02-26,Power Bank,Accessories,East,Consumer,Retail Store,1,57.7,0,60.59,27.17,33.42
ORD-10618,2025-04-10,Keyboard,Technology,East,Consumer,Online,1,74.02,0,77.72,37.33,40.39
ORD-10619,2025-08-05,Monitor,Technology,Central,Small Business,Online,1,278.42,0.15,279.26,173.78,105.48
ORD-10620,2025-10-15,USB-C Hub,Accessories,West,Small Business,B2B Sales,2,65.08,0.05,136.02,62.42,73.6
ORD-10621,2024-08-09,Desk Organizer,Office Supplies,North,Consumer,Online,4,24.62,0.05,86.07,43.81,42.26
ORD-10622,2025-08-28,Backpack,Accessories,Central,Consumer,Online,8,87.83,0.05,787.66,306.98,480.68
ORD-10623,2025-02-07,File Folder Pack,Office Supplies,Central,Consumer,Online,1,20.59,0.05,23.08,8.96,14.12
ORD-10624,2025-01-02,Webcam,Technology,Central,Consumer,Retail Store,1,110.65,0.05,124.04,59.21,64.83
ORD-10625,2025-04-10,Pen Set,Office Supplies,North-East,Consumer,B2B Sales,8,12.36,0,98.88,32.77,66.11
ORD-10626,2025-01-29,Phone Charger,Accessories,West,Consumer,Online,5,30.89,0.1,152.91,61.22,91.69
ORD-10627,2024-07-31,Office Chair,Furniture,West,Small Business,Retail Store,1,232.0,0.1,252.65,130.27,122.38
ORD-10628,2024-04-23,Desk Organizer,Office Supplies,West,Consumer,Online,2,25.4,0.1,50.29,21.77,28.52
ORD-10629,2024-12-08,Laptop,Technology,North-East,Corporate,Retail Store,4,978.77,0.1,4404.47,2562.49,1841.98
ORD-10630,2024-11-24,Printer Paper,Office Supplies,West,Corporate,Online,3,14.96,0.05,58.62,21.32,37.3
ORD-10631,2024-05-05,Stapler,Office Supplies,West,Small Business,Online,7,18.72,0.2,115.32,58.05,57.27
ORD-10632,2024-03-08,Mouse,Technology,Central,Consumer,B2B Sales,1,42.23,0,49.83,17.99,31.84
ORD-10633,2025-12-14,Monitor,Technology,East,Corporate,Retail Store,1,295.95,0.05,369.01,168.17,200.84
ORD-10634,2024-12-21,File Folder Pack,Office Supplies,Central,Consumer,Online,4,20.87,0.05,116.98,36.13,80.85
ORD-10635,2025-08-15,File Folder Pack,Office Supplies,North,Consumer,Retail Store,8,20.12,0.05,140.68,75.09,65.59
ORD-10636,2024-11-09,Keyboard,Technology,East,Consumer,B2B Sales,2,72.35,0.05,180.42,76.91,103.51
ORD-10637,2024-06-19,Standing Desk,Furniture,West,Consumer,B2B Sales,2,535.23,0.1,1059.76,614.26,445.5
ORD-10638,2024-08-31,Keyboard,Technology,West,Consumer,Online,1,76.22,0,83.84,38.08,45.76
ORD-10639,2024-12-18,Mouse,Technology,West,Small Business,Retail Store,1,38.5,0.15,45.0,18.61,26.39
ORD-10640,2025-04-14,USB-C Hub,Accessories,Central,Small Business,Retail Store,7,66.61,0,550.2,218.97,331.23
ORD-10641,2025-08-10,Drawer Cabinet,Furniture,North-East,Consumer,Online,1,154.24,0.1,138.82,86.96,51.86
ORD-10642,2024-01-26,Pen Set,Office Supplies,North-East,Consumer,Online,4,12.22,0,48.88,16.73,32.15
ORD-10643,2024-10-11,Laptop,Technology,West,Small Business,Retail Store,5,1004.7,0.05,5249.56,3144.43,2105.13
ORD-10644,2025-09-09,Office Chair,Furniture,North,Consumer,Retail Store,1,219.69,0,202.11,125.52,76.59
ORD-10645,2024-11-11,Backpack,Accessories,Central,Consumer,B2B Sales,7,88.43,0,913.04,275.68,637.36
ORD-10646,2025-03-10,Desk Lamp,Furniture,East,Small Business,Retail Store,1,54.47,0.2,45.75,24.4,21.35
ORD-10647,2024-12-09,Headset,Technology,North-East,Consumer,Online,3,95.14,0.05,338.94,139.01,199.93
ORD-10648,2024-05-20,Mouse,Technology,North,Corporate,Online,3,41.74,0,115.2,55.03,60.17
ORD-10649,2025-04-19,Laptop,Technology,East,Consumer,B2B Sales,3,956.89,0.1,2712.78,1939.03,773.75
ORD-10650,2025-03-03,Webcam,Technology,East,Consumer,Retail Store,1,116.28,0.1,109.88,58.31,51.57
ORD-10651,2025-05-07,Printer Paper,Office Supplies,North-East,Small Business,Retail Store,7,15.17,0.05,100.88,50.92,49.96
ORD-10652,2024-06-15,Pen Set,Office Supplies,North,Consumer,Retail Store,6,11.72,0,64.69,24.22,40.47
ORD-10653,2024-12-30,Keyboard,Technology,West,Corporate,Online,1,76.71,0.1,94.93,38.83,56.1
ORD-10654,2024-06-20,Printer Paper,Office Supplies,North,Consumer,Retail Store,6,14.54,0.1,72.23,43.58,28.65
ORD-10655,2024-01-14,Keyboard,Technology,North,Corporate,Online,4,73.22,0,269.45,154.32,115.13
ORD-10656,2024-07-11,Drawer Cabinet,Furniture,West,Corporate,B2B Sales,3,165.0,0.1,539.06,273.55,265.51
ORD-10657,2025-03-03,Notebook,Office Supplies,Central,Small Business,B2B Sales,9,7.96,0.1,76.08,26.72,49.36
ORD-10658,2025-03-28,Backpack,Accessories,West,Corporate,Online,7,81.84,0.15,535.64,264.82,270.82
ORD-10659,2025-12-11,Monitor,Technology,North,Consumer,Online,1,288.14,0.1,298.22,167.53,130.69
ORD-10660,2025-05-10,Office Chair,Furniture,East,Consumer,Retail Store,1,212.5,0,223.12,124.71,98.41
ORD-10661,2024-03-08,Laptop,Technology,Central,Corporate,B2B Sales,1,997.61,0,1177.18,622.86,554.32
ORD-10662,2024-04-02,Webcam,Technology,North,Small Business,Online,1,111.11,0.1,92.0,57.82,34.18
ORD-10663,2025-08-06,Headset,Technology,Central,Corporate,Retail Store,5,92.83,0.1,492.93,220.57,272.36
ORD-10664,2024-04-11,Backpack,Accessories,North-East,Consumer,Retail Store,8,87.32,0,698.56,315.68,382.88
ORD-10665,2025-01-23,Stapler,Office Supplies,East,Consumer,Retail Store,6,17.5,0,110.25,47.5,62.75
ORD-10666,2025-01-04,Drawer Cabinet,Furniture,Central,Consumer,Retail Store,1,160.91,0.1,170.89,90.47,80.42
ORD-10667,2025-03-30,Mouse,Technology,North,Small Business,Online,3,41.98,0.15,98.49,56.47,42.02
ORD-10668,2025-01-11,Webcam,Technology,North-East,Corporate,Online,1,113.04,0,113.04,58.44,54.6
ORD-10669,2025-12-12,Notebook,Office Supplies,East,Consumer,B2B Sales,6,7.84,0.15,52.48,18.15,34.33
ORD-10670,2024-08-26,Power Bank,Accessories,North,Corporate,Retail Store,7,56.96,0.15,311.8,190.38,121.42
ORD-10671,2024-12-30,Stapler,Office Supplies,North-East,Small Business,Retail Store,3,18.66,0,69.98,23.94,46.04
ORD-10672,2025-05-24,Monitor,Technology,Central,Consumer,Online,1,287.79,0.2,271.67,171.15,100.52
ORD-10673,2025-11-26,Printer Paper,Office Supplies,West,Corporate,Retail Store,11,15.59,0,235.8,79.03,156.77
ORD-10674,2025-05-17,Stapler,Office Supplies,North,Small Business,Retail Store,1,18.99,0,17.47,8.08,9.39
ORD-10675,2024-05-01,Printer Paper,Office Supplies,North-East,Consumer,Online,3,15.23,0.15,38.84,21.03,17.81
ORD-10676,2025-12-24,Mouse,Technology,East,Consumer,Online,2,40.68,0.05,101.45,36.68,64.77
ORD-10677,2025-07-06,Desk Organizer,Office Supplies,West,Small Business,Retail Store,8,24.66,0.1,214.84,88.57,126.27
ORD-10678,2025-11-23,Printer Paper,Office Supplies,North,Consumer,Retail Store,3,15.66,0.05,51.33,21.67,29.66
ORD-10679,2024-01-28,Bookshelf,Furniture,North-East,Consumer,Online,1,179.12,0.1,161.21,94.75,66.46
ORD-10680,2025-10-25,Laptop,Technology,Central,Small Business,Online,1,963.15,0,1136.52,636.15,500.37
ORD-10681,2025-03-08,Desk Organizer,Office Supplies,North,Consumer,Online,1,26.46,0.05,23.13,11.08,12.05
ORD-10682,2025-08-09,Mouse,Technology,Central,Corporate,Online,1,41.65,0.1,44.23,17.85,26.38
ORD-10683,2024-11-02,Desk Organizer,Office Supplies,East,Consumer,B2B Sales,2,26.1,0.05,65.09,22.0,43.09
ORD-10684,2024-02-18,Headset,Technology,North-East,Small Business,Retail Store,5,98.02,0.05,465.59,229.82,235.77
ORD-10685,2024-10-06,Headset,Technology,North-East,Consumer,Online,1,99.03,0.05,94.08,45.04,49.04
ORD-10686,2025-11-10,Pen Set,Office Supplies,North-East,Consumer,Retail Store,8,12.33,0.05,117.13,33.33,83.8
ORD-10687,2025-10-04,Standing Desk,Furniture,West,Consumer,Retail Store,2,547.98,0,1205.56,635.29,570.27
ORD-10688,2025-09-21,Power Bank,Accessories,West,Corporate,Online,5,54.8,0,301.4,128.77,172.63
ORD-10689,2025-12-02,Desk Lamp,Furniture,North-East,Consumer,B2B Sales,1,53.92,0.05,64.03,24.9,39.13
ORD-10690,2025-10-23,Webcam,Technology,West,Consumer,Online,1,105.9,0.1,104.84,58.1,46.74
ORD-10691,2025-05-12,Desk Organizer,Office Supplies,North-East,Corporate,Online,4,24.68,0,98.72,45.55,53.17
ORD-10692,2024-10-11,Standing Desk,Furniture,Central,Small Business,Retail Store,1,543.9,0,641.8,316.85,324.95
ORD-10693,2024-03-06,Power Bank,Accessories,North,Corporate,B2B Sales,9,57.99,0.1,432.14,231.62,200.52
ORD-10694,2024-04-24,Stapler,Office Supplies,Central,Corporate,B2B Sales,7,18.17,0,150.08,57.23,92.85
ORD-10695,2024-11-16,Stapler,Office Supplies,North-East,Small Business,Retail Store,8,17.67,0,176.7,63.68,113.02
ORD-10696,2024-10-08,Printer Paper,Office Supplies,West,Consumer,Retail Store,2,14.87,0.05,31.08,14.39,16.69
ORD-10697,2024-10-11,USB-C Hub,Accessories,North,Consumer,Online,5,62.54,0.2,230.15,153.36,76.79
ORD-10698,2025-11-09,Office Chair,Furniture,East,Consumer,Online,1,226.61,0.15,252.81,128.5,124.31
ORD-10699,2025-07-01,Power Bank,Accessories,North-East,Consumer,B2B Sales,5,54.45,0.15,254.55,134.29,120.26
ORD-10700,2024-10-31,Monitor,Technology,North-East,Corporate,B2B Sales,3,280.18,0,840.54,530.73,309.81
ORD-10701,2025-05-18,Desk Organizer,Office Supplies,North,Corporate,B2B Sales,3,26.06,0.1,64.73,33.51,31.22
ORD-10702,2024-12-26,File Folder Pack,Office Supplies,West,Corporate,Online,1,20.72,0.1,25.64,8.94,16.7
